epoch,seconds,train_horizon,train_loss,train_pred_mse,train_full_rel_l2,val_full_rel_l2,val_pred_mse,lr,params
233,0.261204,1,5.49278939e-05,1.06936064e-05,7.66572383e-03,,,2.50000000e-04,444025
234,0.272265,1,5.77772854e-05,1.12290013e-05,7.79265612e-03,,,2.50000000e-04,444025
235,0.379126,1,5.73492235e-05,1.11960982e-05,7.83328214e-03,,,2.50000000e-04,444025
236,0.246593,1,5.55932862e-05,1.08308292e-05,7.76199436e-03,,,2.50000000e-04,444025
237,0.254196,1,5.86432320e-05,1.14551668e-05,7.91386873e-03,,,2.50000000e-04,444025
238,0.262377,1,6.56691975e-05,1.28782068e-05,8.26204437e-03,,,2.50000000e-04,444025
239,0.252255,1,6.17393054e-05,1.20526853e-05,8.15792018e-03,,,2.50000000e-04,444025
240,0.285930,1,8.07733636e-05,1.58877974e-05,9.04806027e-03,,,2.50000000e-04,444025
241,0.264403,1,6.87864393e-05,1.34747259e-05,8.40696353e-03,,,2.50000000e-04,444025
242,0.247909,1,7.42972870e-05,1.45386164e-05,8.72137451e-03,,,2.50000000e-04,444025
243,0.240296,1,7.00517386e-05,1.37333332e-05,8.55021089e-03,,,2.50000000e-04,444025
244,0.237202,1,6.85433890e-05,1.34338183e-05,8.43445319e-03,,,2.50000000e-04,444025
245,0.239386,1,6.89758972e-05,1.35017036e-05,8.49358451e-03,,,2.50000000e-04,444025
246,0.266207,1,6.21624651e-05,1.21472230e-05,8.04335785e-03,,,2.50000000e-04,444025
247,0.228519,1,6.63465089e-05,1.29992057e-05,8.33608493e-03,,,2.50000000e-04,444025
248,0.303977,1,6.53832488e-05,1.27851370e-05,8.25327563e-03,,,2.50000000e-04,444025
249,0.325653,1,6.87037117e-05,1.34750406e-05,8.43813708e-03,,,2.50000000e-04,444025
250,0.244022,1,6.35588539e-05,1.23936893e-05,8.20096943e-03,,,2.50000000e-04,444025
251,0.305154,1,6.10145860e-05,1.19172149e-05,7.95156556e-03,,,2.50000000e-04,444025
252,0.256663,1,5.91254868e-05,1.15454385e-05,7.91170394e-03,,,2.50000000e-04,444025
253,0.245777,1,5.93751078e-05,1.15861717e-05,7.92514440e-03,,,2.50000000e-04,444025
254,0.277274,1,5.86554251e-05,1.14339571e-05,7.86090043e-03,,,2.50000000e-04,444025
255,0.244913,1,5.68124529e-05,1.10998258e-05,7.81555098e-03,,,2.50000000e-04,444025
256,0.285679,1,5.68542839e-05,1.10966375e-05,7.93234557e-03,,,2.50000000e-04,444025
257,0.253628,1,5.90030655e-05,1.15057205e-05,7.93189949e-03,,,2.50000000e-04,444025
258,0.272724,1,5.99544702e-05,1.16894576e-05,7.95634124e-03,,,2.50000000e-04,444025
259,0.267885,1,5.92546082e-05,1.15839633e-05,7.93611234e-03,,,2.50000000e-04,444025
260,0.218206,1,5.91448001e-05,1.15354169e-05,8.02605930e-03,,,2.50000000e-04,444025
261,0.321748,1,6.45664161e-05,1.26129266e-05,8.25915468e-03,,,2.50000000e-04,444025
262,0.297123,1,6.73954934e-05,1.31839502e-05,8.38943338e-03,,,2.50000000e-04,444025
263,0.285720,1,6.62664020e-05,1.29426434e-05,8.45120719e-03,,,2.50000000e-04,444025
264,0.250136,1,7.02436797e-05,1.37731117e-05,8.70612159e-03,,,2.50000000e-04,444025
265,0.333886,1,5.84416183e-05,1.13733443e-05,7.91032544e-03,,,2.50000000e-04,444025
266,0.307286,1,6.30594524e-05,1.23171813e-05,8.12936920e-03,,,2.50000000e-04,444025
267,0.246199,1,5.76530791e-05,1.12522504e-05,7.89143142e-03,,,2.50000000e-04,444025
268,0.304300,1,5.77007241e-05,1.12407562e-05,7.82334039e-03,,,2.50000000e-04,444025
269,0.380095,1,7.20556123e-05,1.41076985e-05,8.61082026e-03,,,2.50000000e-04,444025
270,0.243309,1,6.32419280e-05,1.23366283e-05,8.15974286e-03,,,2.50000000e-04,444025
271,0.445233,1,6.21953830e-05,1.21662745e-05,8.29414091e-03,,,2.50000000e-04,444025
272,0.288078,1,5.71493960e-05,1.11466896e-05,7.76793849e-03,,,2.50000000e-04,444025
